,gnn_auc,gnn_f1,gnn_ap
990,0.9572406993462581,0.8701011300777244,0.8479764954174782
993,0.9583510707091651,0.8607966086659662,0.8439138002611336
996,0.9572787048920134,0.8611350149176837,0.8456701532689989
999,0.9574353014126311,0.8734503075248569,0.8486133875784316
1002,0.9580502625597057,0.8585525208790961,0.845508338822425
1005,0.957140216639465,0.8539682787351487,0.840243023477252
1008,0.9575705316314063,0.8636668495384319,0.8460416827598504
1011,0.9574565295389342,0.8714524482318952,0.8461877308793452
1014,0.958205302787405,0.8654296282733502,0.8467219621324487
1017,0.9576378231191356,0.8678190772987976,0.8470633138048073
1020,0.9581365204583284,0.8768434792401001,0.8476648792187393
1023,0.9571192866814315,0.8737224486375534,0.8513449488035092
